base_symbol,quote_symbol,markets_count,markets
"VSO","ETH",1,"Gateio"
"VSO","USDT",1,"Gateio"
"GFT","USDT",1,"Gateio"
"RAVENCOINC","USDT",1,"Gateio"
"YOURAI","USDT",2,"Gateio;LAToken"
"CVTX","USDT",1,"Gateio"
"ORDS","USDT",1,"Gateio"
"AKI","USDT",1,"Gateio"
"JULD","ETH",1,"Gateio"
"JULD","USDT",1,"Gateio"
"AAX","USDT",1,"Gateio"
"PEARL","USDT",1,"Gateio"
"SAKAI","USDT",1,"Gateio"
"SKM","ETH",1,"Gateio"
"SKM","USDT",1,"Gateio"
"BLOCKG","USDT",1,"Gateio"
"BRCT","USDT",1,"Gateio"
"POPCOIN","USDT",1,"Gateio"
"BOO","ETH",1,"Gateio"
"BOO","USDT",1,"mexc"
"PUGGY","USDT",1,"Gateio"
"NBP","USDT",1,"Gateio"
"NBP","ETH",1,"Gateio"
"MG8","USDT",2,"Gateio;mexc"
"GOVI","USDT",1,"Gateio"
"STOS","ETH",1,"Gateio"
"STOS","USDT",3,"Gateio;LAToken;mexc"
"CELT","USDT",1,"Gateio"
"ALPHR","ETH",1,"Gateio"
"ALPHR","USDT",1,"Gateio"
"DOSE","ETH",1,"Gateio"
"DOSE","USDC",1,"Kucoin"
"DOSE","USDT",1,"LAToken"
"HTM","USDT",2,"Gateio;mexc"
"YBDBD","USDT",1,"Gateio"
"XPET","USDT",1,"Gateio"
"CSAS","USDT",1,"Gateio"
"KLINK","USDT",3,"Gateio;Kucoin;toobit"
"SKYA","USDT",2,"Gateio;mexc"
"KCT","USDT",2,"Gateio;HuobiPro"
"POSI","USDT",1,"Gateio"
"WLTH","USDT",3,"Gateio;Kucoin;mexc"
"MDS","ETH",1,"Gateio"
"MDS","USDT",1,"Gateio"
"KALM","USDT",1,"Gateio"
"BPT","USDT",1,"Gateio"
"ATD","USDT",1,"Gateio"
"BCMC","USDT",1,"Gateio"
"FORA","USDT",1,"Gateio"
"NUX","ETH",1,"Gateio"
"NUX","USDT",2,"Gateio;LAToken"
"GHNY","USDT",1,"Gateio"
"GALO","USDT",1,"Gateio"
"RWAI","USDT",3,"Gateio;mexc;toobit"
"SPO","USDT",2,"Gateio;LAToken"
"PUNKAI","USDT",1,"Gateio"
"WFAI","USDT",1,"Gateio"
"XPRESS","USDT",1,"Gateio"
"AMC","USDT",1,"Gateio"
"KBD","USDT",1,"Gateio"
"CTOK","USDT",1,"Gateio"
"ZPT","USDT",1,"Gateio"
"ZPT","BTC",1,"Gateio"
"ZPT","ETH",1,"Gateio"
"CTG","USDT",1,"Gateio"
"MAXAIAGENT","USDT",1,"Gateio"
"VELA","USDT",1,"Gateio"
"ALA","USDT",1,"Gateio"
"BXC","USDT",1,"Gateio"
"BXC","ETH",1,"Gateio"
"NETT","USDT",1,"Gateio"
"JUICE","USDT",1,"Gateio"
"EARLYF","USDT",1,"Gateio"
"SHILL","USDT",1,"Gateio"
"PWAR","USDT",1,"Gateio"
"PWAR","ETH",1,"Gateio"
"AM","USDT",1,"Gateio"
"FPS","USDT",1,"Gateio"
"FOCAI","USDT",1,"Gateio"
"ISKR","USDT",1,"Gateio"
"ISKR","KRW",1,"Korbit"
"GEMAI","USDT",1,"Gateio"
"EMT","USDT",1,"Gateio"
"MARSH","ETH",1,"Gateio"
"MARSH","USDT",2,"Gateio;mexc"
"ATS","USDT",2,"Gateio;mexc"
"WRX","USDT",1,"Gateio"
"WRX","ETH",1,"Gateio"
"WRX","BTC",1,"Kucoin"
"WRX","TRX",1,"Poloniex"
"BURP","USDT",1,"Gateio"
"BURP","ETH",1,"Gateio"
"VELAAI","USDT",1,"Gateio"
"MIDNIGHT","USDT",1,"Gateio"
"ZULU","USDT",1,"Gateio"
"L1","USDT",1,"Gateio"
"GOATS","USDT",1,"Gateio"
"MOJO","USDT",1,"Gateio"
"DYP","USDT",3,"Gateio;HuobiPro;Kucoin"
"DYP","ETH",1,"Kucoin"
"GO4","USDT",1,"Gateio"
"FOMO","USDT",2,"Gateio;Kucoin"
"RIN","USDT",1,"Gateio"
"MEMET","USDT",1,"Gateio"
"TELEPORT","USDT",2,"Gateio;Kucoin"
"FILDA","ETH",1,"Gateio"
"FILDA","USDT",1,"Gateio"
"AD","USDT",1,"Gateio"
"BLADE","USDT",1,"Gateio"
"ONS","USDT",1,"Gateio"
"ONS","ETH",1,"Gateio"
"W3GG","USDT",1,"Gateio"
"POPK","USDT",1,"Gateio"
"CENS","USDT",1,"Gateio"
"FXF","ETH",1,"Gateio"
"FXF","USDT",1,"Gateio"
"CHIRP","USDT",3,"Gateio;Kucoin;mexc"
"GINUX","USDT",1,"Gateio"
"KIM","USDT",1,"Gateio"
"POOL","USDT",1,"Gateio"
"POOL","ETH",1,"Gateio"
"LOWB","USDT",1,"Gateio"
"HSK","USDT",4,"Gateio;HuobiPro;Kucoin;mexc"
"FYN","USDT",1,"Gateio"
"MELI","USDT",1,"Gateio"
"TRR","USDT",2,"Gateio;Poloniex"
"MIDLE","USDT",1,"Gateio"
"OUSD","USDT",1,"Gateio"
"OUSD","BTC",1,"Kucoin"
"EHASH","ETH",1,"Gateio"
"EHASH","USDT",1,"Gateio"
"DOGGO","USDT",1,"Gateio"
"MEAN","ETH",1,"Gateio"
"MEAN","USDT",1,"LAToken"
"INSC","USDT",1,"Gateio"
"WWY","USDT",1,"Gateio"
"OUTL","USDT",1,"Gateio"
"SAAS","USDT",1,"Gateio"
"CVAULT","USDT",1,"Gateio"
"WSIENNA","USDT",1,"Gateio"
"VDT","USDT",1,"Gateio"
"PHTR","USDT",1,"Gateio"
"DSYNC","USDT",3,"Gateio;Kucoin;mexc"
"DSYNC","USDC",1,"mexc"
"ZKWASM","USDT",3,"Gateio;Kucoin;mexc"
"SLICE","ETH",1,"Gateio"
"SLICE","USDT",1,"Gateio"
"CORL","USDT",3,"Gateio;mexc;toobit"
"LOGT","USDT",1,"Gateio"
"SWRV","USDT",1,"Gateio"
"SWRV","ETH",1,"Gateio"
"GOCHU","USDT",2,"Gateio;mexc"
"IMAYC","USDT",1,"Gateio"
"DX","ETH",1,"Gateio"
"DX","USDT",1,"Gateio"
"BTL","USDT",1,"Gateio"
"LOON","USDT",1,"Gateio"
"LOON","ETH",1,"Gateio"
"IGT","USDT",1,"Gateio"
"PATRIOT","USDT",1,"Gateio"
"CSTR","USDT",1,"Gateio"
"CSTR","ETH",1,"Gateio"
"SN","USDT",1,"Gateio"
"PALM","USDT",2,"Gateio;mexc"
"UMB","USDT",1,"Gateio"
"UMB","ETH",1,"Gateio"
"NET","USDT",1,"Gateio"
"KICKS","USDT",1,"Gateio"
"STRONG","ETH",1,"Gateio"
"STRONG","USDT",1,"LAToken"
"DOMI","USDT",1,"Gateio"
"DRAC","USDT",1,"Gateio"
"RENA","USDT",1,"Gateio"
"SUNNY","ETH",1,"Gateio"
"SUNNY","USDT",1,"LAToken"
"BEBE","USDT",2,"Gateio;HuobiPro"
"GUI","USDT",2,"Gateio;mexc"
"STORM","USDT",2,"Gateio;mexc"
"FIWA","USDT",2,"Gateio;LAToken"
"MNRY","USDT",2,"Gateio;Kucoin"
"GOFX","USDT",1,"Gateio"
"SNPT","USDT",2,"Gateio;mexc"
"NAFT","USDT",1,"Gateio"
"QKA","USDT",1,"Gateio"
"RNDX","USDT",1,"Gateio"
"BRIC","USDT",2,"Gateio;mexc"
"LPOOL","USDT",1,"Gateio"
"LPOOL","ETH",1,"Gateio"
"LPOOL","BTC",1,"Kucoin"
"VADERPROTOCOL","ETH",1,"Gateio"
"VADERPROTOCOL","USDT",2,"Gateio;mexc"
"REACH","USDT",1,"Gateio"
"VICE","USDT",1,"Gateio"
"KLO","USDT",1,"Gateio"
"WKC","USDT",2,"Gateio;mexc"
"STBU","ETH",1,"Gateio"
"STBU","USDT",2,"Gateio;mexc"
"GIZA","USDT",3,"Gateio;Kucoin;mexc"
"OVPP","USDT",2,"Gateio;mexc"
"PLSPAD","USDT",1,"Gateio"
"CMCSAX","USDT",1,"Gateio"
"BD20","USDT",1,"Gateio"
"SAUBER","USDT",2,"Gateio;mexc"
"BICITY","USDT",2,"Gateio;mexc"
"SGR","USDT",1,"Gateio"
"TURT","USDT",1,"Gateio"
"SFG","USDT",1,"Gateio"
"VTS","USDT",1,"Gateio"
"RDF","USDT",1,"Gateio"
"SMARTB","USDT",2,"Gateio;mexc"
"BATCH","USDT",1,"Gateio"
"WEST","USDT",1,"Gateio"
"WEST","ETH",1,"Gateio"
"WEST","BTC",1,"Kucoin"
"LOA","USDT",1,"Gateio"
"ZEUM","USDT",1,"Gateio"
"DZOO","USDT",1,"Gateio"
"NVG8","USDT",2,"Gateio;Kucoin"
"PSUB","USDT",1,"Gateio"
"RIDE","USDT",1,"Gateio"
"NFTY","ETH",1,"Gateio"
"NFTY","USDT",1,"Gateio"
"SCCP","USDT",2,"Gateio;mexc"
"NII","ETH",1,"Gateio"
"NII","USDT",1,"Gateio"
"KNJ","USDT",1,"Gateio"
"EXVG","USDT",1,"Gateio"
"BTCST","ETH",1,"Gateio"
"BTCST","USDT",1,"LAToken"
"UFI","USDT",1,"Gateio"
"EVAN","ETH",1,"Gateio"
"EVAN","USDT",1,"Gateio"
"VP","USDT",1,"Gateio"
"LUCE","USDT",2,"Gateio;mexc"
"AQA","USDT",1,"Gateio"
"MSTAR","USDT",1,"Gateio"
"ZCX","USDT",4,"Gateio;HuobiPro;Kucoin;mexc"
"ZCX","BTC",1,"Kucoin"
"PYME","USDT",1,"Gateio"
"VMPX","USDT",1,"Gateio"
"SAIL","USDT",1,"Gateio"
"TRINI","ETH",1,"Gateio"
"TRINI","USDT",1,"Gateio"
"TRINI","BTC",1,"Gateio"
"SEAT","USDT",1,"Gateio"
"FLURRY","USDT",1,"Gateio"
"VEMP","USDT",1,"Gateio"
"SOPHIA","USDT",2,"Gateio;mexc"
"GOAL","USDT",1,"Gateio"
"HIVP","USDT",1,"Gateio"
"ADEL","ETH",1,"Gateio"
"ADEL","USDT",1,"Gateio"
"METAN","USDT",1,"Gateio"
"PSI","USDT",1,"Gateio"
"BABI","USDT",1,"Gateio"
"PFT","USDT",1,"Gateio"
"OLY","USDT",1,"Gateio"
"AIRTOKEN","USDT",1,"Gateio"
"REDTOKEN","USDT",1,"Gateio"
"EVO","USDT",1,"Gateio"
"WAGMIGAMES","USDT",2,"Gateio;mexc"
"PMON","ETH",1,"Gateio"
"PMON","USDT",1,"LAToken"
"HDX","USDT",1,"Gateio"
"ANDR","USDT",1,"Gateio"
"UNCOMMONGOODS","USDT",1,"Gateio"
"ZAP","USDT",1,"Gateio"
"AICELL","USDT",1,"Gateio"
"CHATAI","USDT",1,"Gateio"
"TITAN","USDT",1,"Gateio"
"HEROESC","USDT",1,"Gateio"
"PSY","ETH",1,"Gateio"
"PSY","USDT",1,"Gateio"
"GX","USDT",1,"Gateio"
"GAI","USDT",1,"Gateio"
"PSB","USDT",1,"Gateio"
"HMX","USDT",1,"Gateio"
"HLG","USDT",1,"Gateio"
"KAON","USDT",1,"Gateio"
"BUSY","USDT",1,"Gateio"
"SPHRI","USDT",1,"Gateio"
"GEF","USDT",1,"Gateio"
"CRE","USDT",1,"Gateio"
"SOLS","USDT",1,"Gateio"
"ROOST","USDT",1,"Gateio"
"CUMMIES","USDT",1,"Gateio"
"AZY","USDT",1,"Gateio"
"MDUS","USDT",1,"Gateio"
"KIBA","USDT",1,"Gateio"
"ZAAR","USDT",1,"Gateio"
"XSEED","USDT",1,"Gateio"
"NFTD","USDT",1,"Gateio"
"SAO","USDT",1,"Gateio"
"MRCH","ETH",1,"Gateio"
"MRCH","USDT",1,"Gateio"
"ALTB","USDT",1,"Gateio"
"MLP","USDT",1,"Gateio"
"HPB","ETH",1,"Gateio"
"HPB","USDT",1,"Gateio"
"HPB","IDR",1,"indodax"
"UNCX","USDT",1,"Gateio"
"MC","ETH",1,"Gateio"
"MC","USDT",1,"HuobiPro"
"MC","IDR",1,"indodax"
"MC","EUR",1,"Kraken"
"MC","USD",1,"Kraken"
"FOXSY","USDT",2,"Gateio;mexc"
"ELIZ","USDT",1,"Gateio"
"GATEUSD","USDT",1,"Gateio"
"IONX","USDT",1,"Gateio"
"IONX","ETH",1,"Gateio"
"RAZOR","USDT",2,"Gateio;mexc"
"RAZOR","ETH",1,"Gateio"
"ARCHAI","USDT",1,"Gateio"
"FURY","USDT",4,"Gateio;HuobiPro;Kucoin;mexc"
"FODL","USDT",1,"Gateio"
"FODL","ETH",1,"Gateio"
"MANA3","USDT",1,"Gateio"
"TCP","ETH",1,"Gateio"
"TCP","USDT",1,"Gateio"
"XDB","USDT",3,"Gateio;Kucoin;mexc"
"XDB","BTC",1,"Kucoin"
"STND","USDT",1,"Gateio"
"STND","ETH",1,"Gateio"
"SNAPKERO","USDT",2,"Gateio;mexc"
"QQQX","USDT",2,"Gateio;toobit"
"GAN","USDT",1,"Gateio"
"PYN","USDT",1,"Gateio"
"CWEB","USDT",3,"Gateio;Kucoin;mexc"
"XIL","USDT",1,"Gateio"
"MTR","USDT",1,"Gateio"
"SKEB","USDT",1,"Gateio"
"JAPAN","USDT",2,"Gateio;mexc"
"OSKY","USDT",1,"Gateio"
"SUTER","USDT",1,"Gateio"
"SUTER","BTC",1,"Kucoin"
"APTR","USDT",1,"Gateio"
"CATGOLD","USDT",1,"Gateio"
"APYS","ETH",1,"Gateio"
"APYS","USDT",2,"Gateio;LAToken"
"TRWA","USDT",2,"Gateio;mexc"
"SWTH","USDT",1,"Gateio"
"SWTH","ETH",1,"Gateio"
"TRIO","USDT",1,"Gateio"
"XSWAP","USDT",2,"Gateio;mexc"
"TRACE","USDT",1,"Gateio"
"MAY","USDT",2,"Gateio;HuobiPro"
"1ART","USDT",1,"Gateio"
"SWO","USDT",1,"Gateio"
"SENC","USDT",1,"Gateio"
"SENC","ETH",1,"Gateio"
"ORFY","USDT",1,"Gateio"
"ADF","USDT",1,"Gateio"
"AVM","USDT",1,"Gateio"
"NUUM","USDT",1,"Gateio"
"CHAPZ","USDT",1,"Gateio"
"ORION","USDT",1,"Gateio"
"LIGO","USDT",1,"Gateio"
"SMILEAI","USDT",1,"Gateio"
"RGAME","USDT",1,"Gateio"
"MBLK","USDT",1,"Gateio"
"OGC","USDT",1,"Gateio"
"PAW","USDT",1,"Gateio"
"ECOX","USDT",1,"Gateio"
"STI","USDT",1,"Gateio"
"AWT","USDT",1,"Gateio"
"CAF","USDT",1,"Gateio"
"MGAR","USDT",1,"Gateio"
"CARAT","USDT",1,"Gateio"
"GATA","USDT",2,"Gateio;mexc"
"AXIS","USDT",1,"Gateio"
"AXIS","ETH",1,"Gateio"
"IPOR","USDT",1,"Gateio"
"YFDAI","USDT",1,"Gateio"
"YFDAI","ETH",1,"Gateio"
"YFDAI","BTC",1,"Kucoin"
"FTN","USDT",2,"Gateio;mexc"
"CAMINO","USDT",1,"Gateio"
"LIQ","USDT",1,"Gateio"
"SSS","USDT",2,"Gateio;toobit"
"WSGV1","USDT",1,"Gateio"
"PAY","USDT",1,"Gateio"
"PAY","ETH",1,"Gateio"
"PAY","BTC",1,"HitBTC"
"IBFK","USDT",1,"Gateio"
"ANTMONS","USDT",1,"Gateio"
"SLND","ETH",1,"Gateio"
"SLND","USDT",1,"LAToken"
"PLACE","USDT",1,"Gateio"
"DMCK","USDT",1,"Gateio"
"SCIHUB","USDT",1,"Gateio"
"KOKO","USDT",1,"Gateio"
"LUCIC","USDT",1,"Gateio"
"TIFI","USDT",1,"Gateio"
"BITCAT","USDT",1,"Gateio"
"LIY","USDT",1,"Gateio"
"O4DX","USDT",1,"Gateio"
"GAYPEPE","USDT",1,"Gateio"
"BIFIF","USDT",2,"Gateio;Kucoin"
"BIFIF","ETH",1,"Gateio"
"TOX","USDT",1,"Gateio"
"SPFC","USDT",1,"Gateio"
"NSDX","USDT",1,"Gateio"
"ABTX","USDT",1,"Gateio"
"GQ","USDT",1,"Gateio"
"FLOAT","USDT",1,"Gateio"
"CGV","USDT",2,"Gateio;mexc"
"XT","USDT",3,"Gateio;LBank;xtpub"
"XT","ETH",1,"xtpub"
"XT","BTC",1,"xtpub"
"PURGE","USDT",1,"Gateio"
"GIGGLE","USDT",4,"Gateio;Kucoin;whitebit;Binance"
"GIGGLE","TRY",1,"Binance"
"GIGGLE","USDC",1,"Binance"
"MORE","USDT",3,"Gateio;Kucoin;toobit"
"MORE","USDC",1,"mexc"
"BANDO","USDT",1,"Gateio"
"MCTP","USDT",1,"Gateio"
"GOUT","USDT",1,"Gateio"
"AARK","USDT",2,"Gateio;mexc"
"AWS","USDT",1,"Gateio"
"PIG","USDT",2,"Gateio;mexc"
"RFUEL","USDT",2,"Gateio;LAToken"
"AURA","USDT",3,"Gateio;mexc;toobit"
"AURA","EUR",1,"Kraken"
"AURA","USD",1,"Kraken"
"FEAR","USDT",2,"Gateio;LAToken"
"AAA","ETH",1,"Gateio"
"AAA","USDT",1,"probit"
"TRUMPCOIN","USDT",1,"Gateio"
"ISLM","USDT",2,"Gateio;Kucoin"
"XRUNE","USDT",1,"Gateio"
"AMAZINGTEAM","USDT",1,"Gateio"
"PIXELV","USDT",1,"Gateio"
"SMILE","USDT",1,"Gateio"
"NUMI","USDT",3,"Gateio;Kucoin;toobit"
"TAMA","USDT",1,"Gateio"
"TAMA","BTC",1,"OKEX"
"TAMA","USDC",1,"OKEX"
"DOGE20","USDT",1,"Gateio"
"BABYBNB","USDT",2,"Gateio;Kucoin"
"OBI","USDT",2,"Gateio;Kucoin"
"PNDO","USDT",1,"Gateio"
"KINGSHIB","USDT",1,"Gateio"
"GGG","USDT",1,"Gateio"
"BABYELON","USDT",1,"Gateio"
"MAGA","USDT",3,"Gateio;mexc;Poloniex"
"FINB","USDT",1,"Gateio"
"RAGDOLL","USDT",1,"Gateio"
"GAMETA","USDT",1,"Gateio"
"CTI","ETH",2,"Gateio;Kucoin"
"CTI","USDT",1,"LAToken"
"CATCH","USDT",1,"Gateio"
"FTR","USDT",1,"Gateio"
"MGT","USDT",2,"Gateio;Kucoin"
"GMRX","USDT",2,"Gateio;Kucoin"
"SCY","USDT",1,"Gateio"
"SCY","ETH",1,"Gateio"
"LWA","USDT",3,"Gateio;HuobiPro;Upbit"
"LWA","BTC",1,"Upbit"
"E4C","USDT",2,"Gateio;Kucoin"
"DORKL","USDT",1,"Gateio"
"ORNG","USDT",1,"Gateio"
"FOU","USDT",1,"Gateio"
"ROCK","USDT",1,"Gateio"
"DNOW","USDT",1,"Gateio"
"SALMON","USDT",1,"Gateio"
"HEART","USDT",3,"Gateio;Kucoin;mexc"
"HEART","BTC",1,"Kucoin"
"SFTY","USDT",1,"Gateio"
"VOID","USDT",1,"Gateio"
"AMKT","USDT",1,"Gateio"
"LUS","USDT",1,"Gateio"
"SNFT","USDT",2,"Gateio;mexc"
"VATRENI","USDT",1,"Gateio"
"SSNC","USDT",1,"Gateio"
"NEER","USDT",1,"Gateio"
"MOZ","USDT",1,"Gateio"
"ULD","USDT",1,"Gateio"
"BEER","USDT",1,"Gateio"
"CYBERA","USDT",1,"Gateio"
"BUZ","USDT",1,"Gateio"
"YIELD","ETH",1,"Gateio"
"YIELD","USDT",1,"LAToken"
"COMBO","USDT",1,"Gateio"
"PEPECOIN","USDT",2,"Gateio;mexc"
"HAT","USDT",1,"Gateio"
"FIU","USDT",1,"Gateio"
"HDRO","USDT",1,"Gateio"
"DWAIN","USDT",1,"Gateio"
"KT","USDT",1,"Gateio"
"MCASH","USDT",1,"Gateio"
"MCG","USDT",1,"Gateio"
"DAOSQUARE","USDT",1,"Gateio"
"WEAR","USDT",1,"Gateio"
"RFT","USDT",1,"Gateio"
"NODL","USDT",1,"Gateio"
"NODL","USD",1,"Kraken"
"NODL","EUR",1,"Kraken"
"NODL","BRL",1,"MercadoBitcoin"
"ABYS","USDT",1,"Gateio"
"INC","USDT",3,"Gateio;Kucoin;mexc"
"MNGO","ETH",1,"Gateio"
"MNGO","USD",1,"Kraken"
"MNGO","EUR",1,"Kraken"
"PEPX","USDT",1,"Gateio"
"CRS","USDT",1,"Gateio"
"CTR","USDT",1,"Gateio"
"KITEAI","USDT",2,"Gateio;mexc"
"VC","USDT",2,"Gateio;mexc"
"SAFEMARS","USDT",1,"Gateio"
"ITSB","USDT",1,"Gateio"
"PERC","USDT",1,"Gateio"
"OPN","USDT",1,"Gateio"
"AVC","USDT",1,"Gateio"
"BULLBEAR","USDT",1,"Gateio"
"AURANET","USDT",1,"Gateio"
"AIEPK","USDT",1,"Gateio"
"SPYX","USDT",2,"Gateio;mexc"
"BMB","USDT",2,"Gateio;Kucoin"
"BMB","USD",1,"Kraken"
"ATOLO","USDT",1,"Gateio"
"WATERCOIN","USDT",1,"Gateio"
"MINTCHAIN","USDT",1,"Gateio"
"ECHO","USDT",3,"Gateio;Kucoin;mexc"
"ASI","USDT",2,"Gateio;Kucoin"
"NIZA","USDT",2,"Gateio;mexc"
"MSWAP","USDT",1,"Gateio"
"PEPEBRC","USDT",1,"Gateio"
"SRT","USDT",1,"Gateio"
"DRAW","USDT",1,"Gateio"
"F2C","USDT",1,"Gateio"
"TAP","USDT",2,"Gateio;mexc"
"FISHW","USDT",1,"Gateio"
"MOODENGVIP","USDT",1,"Gateio"
"SS20","USDT",1,"Gateio"
"AXLINU","USDT",1,"Gateio"
"BRAWL","USDT",1,"Gateio"
"GSTBSC","USDT",1,"Gateio"
"MV","USDT",2,"Gateio;Kucoin"
"MV","EUR",1,"Kraken"
"MV","USD",1,"Kraken"
"ZKF","USDT",1,"Gateio"
"HNB","USDT",1,"Gateio"
"GRV","USDT",1,"Gateio"
"MLT","USDT",3,"Gateio;LAToken;mexc"
"CMPV2","USDT",1,"Gateio"
"FEGV2","USDT",1,"Gateio"
"FARCA","USDT",1,"Gateio"
"AZUR","USDT",2,"Gateio;mexc"
"AAG","USDT",1,"Gateio"
"FORMATION","ETH",1,"Gateio"
"FORMATION","USDT",1,"LAToken"
"AQDC","USDT",1,"Gateio"
"BRT","USDT",1,"Gateio"
"FERC","USDT",1,"Gateio"
"ETHA","ETH",1,"Gateio"
"ETHA","USDT",1,"LAToken"
"KOS","USDT",1,"Gateio"
"SDM","USDT",1,"Gateio"
"QUAI","USDT",2,"Gateio;mexc"
"DELFI","USDT",1,"Gateio"
"SKT","USDT",1,"Gateio"
"PGX","USDT",1,"Gateio"
"LOGX","USDT",3,"Gateio;Kucoin;mexc"
"VSX","USDT",1,"Gateio"
"ORB","USDT",1,"Gateio"
"REIGN","USDT",1,"Gateio"
"LUSD","USD",1,"Gemini"
"VNXLU","KRW",1,"gopax"
"CND","KRW",1,"gopax"
"CND","BTC",1,"HitBTC"
"CND","USDT",1,"HitBTC"
"CND","ETH",1,"HitBTC"
"TZC","LTC",1,"Graviex"
"TZC","GIO",1,"Graviex"
"TZC","BTC",1,"Graviex"
"RUP","BTC",1,"Graviex"
"ZCR","LTC",1,"Graviex"
"ZCR","BTC",1,"Graviex"
"BLKC","USDT",1,"Graviex"
"BLKC","ETH",1,"Graviex"
"BLKC","BTC",1,"Graviex"
"SHND","BTC",1,"Graviex"
"XLQ","USDC",1,"Graviex"
"XLQ","ETH",1,"Graviex"
"XLQ","BTC",1,"Graviex"
"BIS","BTC",1,"Graviex"
"BIS","ETH",1,"Graviex"
"XBC","BTC",1,"Graviex"
"XBC","LTC",1,"Graviex"
"XBC","USDT",1,"Graviex"
"SIERRA","BTC",1,"Graviex"
"CRM","LTC",1,"Graviex"
"CRM","GIO",1,"Graviex"
"CRM","BTC",1,"Graviex"
"PHORE","USD",1,"Graviex"
"PHORE","USDT",1,"Graviex"
"NOR","LTC",1,"Graviex"
"NOR","GIO",1,"Graviex"
"NOR","BTC",1,"Graviex"
"SINS","LTC",1,"Graviex"
"SINS","USDT",1,"Graviex"
"SINS","BTC",1,"Graviex"
"SCAP","BTC",1,"Graviex"
"SCAP","USDT",1,"Graviex"
"SCAP","ETH",1,"Graviex"
"KTS","BTC",1,"Graviex"
"VIVID","GIO",1,"Graviex"
"VIVID","BTC",1,"Graviex"
"VIVID","USDT",1,"LAToken"
"DEV","BTC",1,"Graviex"
"XCASH","ETH",1,"Graviex"
"XCASH","GIO",1,"Graviex"
"XCASH","LTC",1,"Graviex"
"XCASH","DOGE",1,"Graviex"
"XCASH","BTC",1,"Graviex"
"KEC","DOGE",1,"Graviex"
"KEC","BTC",1,"Graviex"
"KEC","ETH",1,"Graviex"
"ETHO","BTC",1,"Graviex"
"TOKC","BTC",1,"Graviex"
"NYC","BTC",1,"Graviex"
"NYC","RUB",1,"Graviex"
"NYC","USD",1,"Graviex"
"NYC","LTC",1,"Graviex"
"NYC","ETH",1,"Graviex"
"NYC","DOGE",1,"Graviex"
"NYC","USDC",1,"Graviex"
"NYC","GIO",1,"Graviex"
"EGEM","LTC",1,"Graviex"
"EGEM","ETH",1,"Graviex"
"EGEM","GIO",1,"Graviex"
"EGEM","BTC",1,"Graviex"
"GOSS","BTC",1,"Graviex"
"ZEL","BTC",1,"Graviex"
"EXP","ETH",1,"Graviex"
"EXP","USDT",1,"Graviex"
"EXP","BTC",1,"Graviex"
"ZNZ","ETH",1,"Graviex"
"ZNZ","BTC",1,"Graviex"
"ZNZ","USDC",1,"Graviex"
"XWP","BTC",1,"Graviex"
"XWP","ETH",1,"Graviex"
"PACP","ETH",1,"Graviex"
"PACP","LTC",1,"Graviex"
"PACP","DOGE",1,"Graviex"
"PACP","USDT",1,"Graviex"
"AREPA","GIO",1,"Graviex"
"AREPA","BTC",1,"Graviex"
"MERI","BTC",1,"Graviex"
"MERI","GIO",1,"Graviex"
"XBI","BTC",1,"Graviex"
"DMS","ETH",1,"Graviex"
"DMS","USDT",1,"Graviex"
"RPD","BTC",1,"Graviex"
"PROTON","BTC",1,"Graviex"
"WORX","BTC",1,"Graviex"
"DXO","BTC",1,"Graviex"
"GIO","BTC",1,"Graviex"
"GIO","USD",1,"Graviex"
"GIO","RUB",1,"Graviex"
"GIO","DOGE",1,"Graviex"
"GIO","EUR",1,"Graviex"
"GIO","LTC",1,"Graviex"
"GIO","ETH",1,"Graviex"
"GIO","USDT",1,"Graviex"
"XSPC","BTC",1,"Graviex"
"BSTY","LTC",1,"Graviex"
"BSTY","USDT",1,"probit"
"VRSC","BTC",1,"Graviex"
"VRSC","USD",1,"Graviex"
"UPX","BTC",1,"Graviex"
"BOLI","GIO",1,"Graviex"
"BOLI","BTC",1,"Graviex"
"BOLI","LTC",1,"Graviex"
"ZOC","BTC",1,"Graviex"
"XDNA","ETH",1,"Graviex"
"XDNA","BTC",1,"Graviex"
"THC","GIO",1,"Graviex"
"THC","ETH",1,"Graviex"
"THC","BTC",1,"Graviex"
"X42","BTC",1,"Graviex"
"SCRIV","BTC",1,"Graviex"
"CCX","BTC",1,"Graviex"
"TELOS","BTC",1,"Graviex"
"XAP","BTC",1,"Graviex"
"YTN","BTC",1,"Graviex"
"KZC","GIO",1,"Graviex"
"KZC","BTC",1,"Graviex"
"MEDIC","BTC",1,"Graviex"
"ASAFE2","GIO",1,"Graviex"
"ASAFE2","BTC",1,"Graviex"
"CHEESECOIN","BTC",1,"Graviex"
"ENQ","ETH",1,"Graviex"
"ENQ","BTC",1,"Kucoin"
"ENQ","USDT",1,"probit"
"ZER","BTC",1,"Graviex"
"ZER","ETH",1,"Graviex"
"PNY","BTC",1,"Graviex"
"PNY","GIO",1,"Graviex"
"UFOCOIN","BTC",1,"Graviex"
"XUC","ETH",1,"HitBTC"
"XUC","USDT",1,"HitBTC"
"HITBTC","BTC",1,"HitBTC"
"HITBTC","USDT",1,"HitBTC"
"BNK","ETH",1,"HitBTC"
"BNK","BTC",1,"HitBTC"
"BNK","USDT",1,"HitBTC"
"CPT","BTC",1,"HitBTC"
