base_symbol,quote_symbol,markets_count,markets
"HARRYP","USD",1,"Kraken"
"CQT","EUR",2,"bit2me;Kraken"
"CQT","ETH",1,"Gateio"
"CQT","USD",1,"Kraken"
"CQT","USDT",1,"LAToken"
"CQT","BTC",1,"OKEX"
"FIDA","EUR",3,"bit2me;bitvavo;Kraken"
"FIDA","USDT",4,"bitget;bybit;Gateio;Binance"
"FIDA","KRW",1,"Bithumb"
"FIDA","USD",2,"Coinbase;Kraken"
"FIDA","ETH",1,"Gateio"
"FIDA","TRY",1,"Binance"
"FIDA","BTC",1,"Binance"
"GFI","EUR",2,"bit2me;Kraken"
"GFI","USD",2,"Coinbase;Kraken"
"GFI","USDT",3,"CoinEx;Gateio;LAToken"
"GFI","ETH",1,"Gateio"
"AIOZ","EUR",3,"bit2me;bitvavo;Kraken"
"AIOZ","USD",4,"Bitfinex;Coinbase;cryptodotcom;Kraken"
"AIOZ","KRW",1,"Bithumb"
"AIOZ","USDT",6,"bybit;cryptodotcom;Gateio;HuobiPro;Kucoin;LAToken"
"AIOZ","BTC",1,"CoinEx"
"AIOZ","ETH",1,"Gateio"
"AIOZ","IDR",1,"indodax"
"AIOZ","BRL",1,"MercadoBitcoin"
"SWEAT","EUR",3,"bit2me;bitvavo;Kraken"
"SWEAT","USD",3,"Bitfinex;Kraken;OKEX"
"SWEAT","USDT",5,"Bitfinex;bitget;bybit;Gateio;OKEX"
"SWEAT","USDC",1,"OKEX"
"EURC","EUR",4,"bit2me;Bitstamp;bitvavo;Kraken"
"EURC","USDT",3,"BitMart;CoinEx;HuobiPro"
"EURC","USDC",5,"Bitstamp;bitvavo;bullish;Coinbase;Kraken"
"EURC","USD",2,"Kraken;OKEX"
"KAVA","EUR",3,"bit2me;bitvavo;Kraken"
"KAVA","USD",5,"Bitfinex;Cexio;Coinbase;cryptodotcom;Kraken"
"KAVA","USDT",7,"Bitfinex;bitget;bybit;cryptodotcom;Gateio;whitebit;Binance"
"KAVA","KRW",3,"Bithumb;Coinone;Upbit"
"KAVA","THB",1,"Bitkub"
"KAVA","BTC",3,"CoinEx;whitebit;Binance"
"KAVA","ETH",1,"Kraken"
"KAVA","USDC",1,"whitebit"
"NEIRO","USDC",4,"bit2me;Bitso;whitebit;Binance"
"NEIRO","USDT",5,"bitget;bybit;OKEX;whitebit;Binance"
"NEIRO","KRW",2,"Bithumb;Coinone"
"NEIRO","EUR",2,"bitvavo;Kraken"
"NEIRO","USD",3,"Cexio;Kraken;OKEX"
"NEIRO","BRL",1,"MercadoBitcoin"
"NEIRO","FDUSD",1,"Binance"
"NEIRO","JPY",1,"Binance"
"NEIRO","IDR",1,"Binance"
"NEIRO","TRY",1,"Binance"
"BNC","EUR",2,"bit2me;Kraken"
"BNC","USDT",4,"CoinEx;Gateio;Kucoin;mexc"
"BNC","BTC",1,"CoinEx"
"BNC","USD",1,"Kraken"
"ORCA","EUR",3,"bit2me;bitvavo;Kraken"
"ORCA","USDT",4,"bitget;Gateio;whitebit;Binance"
"ORCA","KRW",3,"Bithumb;Coinone;Upbit"
"ORCA","THB",1,"Bitkub"
"ORCA","USD",3,"Coinbase;cryptodotcom;Kraken"
"ORCA","BTC",1,"Upbit"
"ORCA","TRY",1,"Binance"
"ORCA","USDC",1,"Binance"
"OMNI","EUR",2,"bit2me;Kraken"
"OMNI","USDT",3,"bitget;bybit;whitebit"
"OMNI","THB",1,"Bitkub"
"OMNI","USD",2,"Coinbase;Kraken"
"OMNI","KRW",1,"Korbit"
"OMNI","BRL",1,"MercadoBitcoin"
"OMNI","BTC",1,"Upbit"
"OMNI","TRY",1,"whitebit"
"JOE","EUR",2,"bit2me;Kraken"
"JOE","USDT",5,"bitget;Gateio;OKEX;whitebit;Binance"
"JOE","KRW",1,"Bithumb"
"JOE","THB",1,"Bitkub"
"JOE","USD",2,"cryptodotcom;Kraken"
"JOE","ETH",1,"Gateio"
"JOE","USDC",1,"OKEX"
"JOE","BTC",1,"Binance"
"DEGEN","EUR",3,"bit2me;bitvavo;Kraken"
"DEGEN","USDT",5,"bitget;bybit;Gateio;OKEX;whitebit"
"DEGEN","USD",4,"Coinbase;cryptodotcom;Kraken;OKEX"
"DEGEN","BTC",1,"CoinEx"
"MANA","JPY",1,"BitBank"
"MANA","USDT",8,"bitget;bybit;cryptodotcom;Gateio;Kraken;OKEX;whitebit;Binance"
"MANA","KRW",3,"Bithumb;Coinone;Upbit"
"MANA","THB",1,"Bitkub"
"MANA","MXN",1,"Bitso"
"MANA","EUR",5,"Bitstamp;bitvavo;Coinbase;Kraken;whitebit"
"MANA","USD",4,"Bitstamp;Coinbase;cryptodotcom;Kraken"
"MANA","AUD",2,"BTCMarkets;IndependentReserve"
"MANA","USDC",3,"bullish;bybit;Kraken"
"MANA","ETH",3,"Coinbase;Kucoin;Binance"
"MANA","NZD",1,"IndependentReserve"
"MANA","IDR",1,"indodax"
"MANA","BTC",4,"Kraken;Upbit;whitebit;Binance"
"MANA","BRL",1,"MercadoBitcoin"
"MANA","CAD",1,"NDAX"
"MANA","TRY",2,"whitebit;Binance"
"MONA","JPY",3,"BitBank;bitFlyer;Zaif"
"MONA","BTC",1,"CoinEx"
"MONA","USDT",1,"CoinEx"
"SKY","JPY",1,"BitBank"
"SKY","USDT",6,"bitget;bybit;Gateio;OKEX;whitebit;Binance"
"SKY","KRW",3,"Bithumb;Coinone;Korbit"
"SKY","THB",1,"Bitkub"
"SKY","BTC",3,"BitMart;Upbit;whitebit"
"SKY","EUR",3,"bitvavo;Kraken;whitebit"
"SKY","USD",4,"Coinbase;cryptodotcom;Kraken;OKEX"
"SKY","ZAR",1,"Luno"
"SKY","MYR",1,"Luno"
"SKY","BRL",1,"MercadoBitcoin"
"SKY","USDC",2,"whitebit;Binance"
"SKY","TRY",2,"whitebit;Binance"
"ASTR","JPY",1,"BitBank"
"ASTR","USDT",6,"bitget;cryptodotcom;Gateio;OKEX;whitebit;Binance"
"ASTR","KRW",3,"Bithumb;Korbit;Upbit"
"ASTR","EUR",3,"bitvavo;Kraken;whitebit"
"ASTR","USD",3,"cryptodotcom;Kraken;OKEX"
"ASTR","ETH",1,"Gateio"
"ASTR","BTC",4,"Gateio;Upbit;whitebit;Binance"
"ASTR","USDC",1,"OKEX"
"GALA","JPY",1,"BitBank"
"GALA","USD",4,"Bitfinex;Bitstamp;cryptodotcom;Kraken"
"GALA","USDT",8,"Bitfinex;bitget;bybit;cryptodotcom;Gateio;OKEX;whitebit;Binance"
"GALA","KRW",3,"Bithumb;Coinone;Korbit"
"GALA","THB",1,"Bitkub"
"GALA","EUR",4,"Bitstamp;bitvavo;Kraken;Binance"
"GALA","TRY",3,"BTCTurk;whitebit;Binance"
"GALA","USDC",5,"bullish;bybit;Gateio;whitebit;Binance"
"GALA","BTC",2,"CoinEx;whitebit"
"GALA","AUD",1,"CoinJar"
"GALA","ETH",2,"Gateio;Binance"
"GALA","BRL",2,"MercadoBitcoin;Binance"
"GALA","CAD",1,"NDAX"
"GALA","FDUSD",1,"Binance"
"SAND","JPY",1,"BitBank"
"SAND","USDT",8,"bitget;bybit;Coinbase;cryptodotcom;Gateio;OKEX;whitebit;Binance"
"SAND","KRW",3,"Bithumb;Korbit;Upbit"
"SAND","THB",1,"Bitkub"
"SAND","USD",5,"Bitstamp;Coinbase;cryptodotcom;Kraken;OKEX"
"SAND","EUR",4,"Bitstamp;bitvavo;Kraken;OKEX"
"SAND","AUD",3,"BTCMarkets;CoinJar;IndependentReserve"
"SAND","USDC",4,"bullish;bybit;whitebit;Binance"
"SAND","ETH",1,"Gateio"
"SAND","HT",1,"HuobiPro"
"SAND","NZD",1,"IndependentReserve"
"SAND","GBP",1,"Kraken"
"SAND","BTC",4,"Kraken;Upbit;whitebit;Binance"
"SAND","NGN",1,"Luno"
"SAND","ZAR",1,"Luno"
"SAND","BRL",1,"MercadoBitcoin"
"SAND","CAD",1,"NDAX"
"SAND","TRY",2,"whitebit;Binance"
"SAND","FDUSD",1,"Binance"
"MKR","JPY",1,"BitBank"
"MKR","THB",1,"Bitkub"
"MKR","USD",2,"Bitstamp;Coinbase"
"MKR","EUR",1,"Bitstamp"
"MKR","BTC",1,"Coinbase"
"MKR","GBP",1,"CoinJar"
"MKR","USDC",1,"CoinJar"
"MKR","USDT",3,"cryptodotcom;Gateio;whitebit"
"MKR","NZD",1,"IndependentReserve"
"MKR","AUD",1,"IndependentReserve"
"MKR","KRW",1,"Korbit"
"MKR","DAI",1,"Kucoin"
"MKR","ETH",1,"Kucoin"
"MKR","NGN",1,"Luno"
"MKR","ZAR",1,"Luno"
"MKR","MYR",1,"Luno"
"MKR","BRL",1,"MercadoBitcoin"
"MKR","TRY",1,"whitebit"
"BAT","JPY",1,"BitBank"
"BAT","USDT",7,"bitget;bybit;cryptodotcom;Gateio;OKEX;whitebit;Binance"
"BAT","KRW",3,"Bithumb;Coinone;Upbit"
"BAT","THB",1,"Bitkub"
"BAT","MXN",1,"Bitso"
"BAT","USDC",2,"Bitso;CoinJar"
"BAT","EUR",4,"Bitstamp;bitvavo;Coinbase;Kraken"
"BAT","USD",5,"Bitstamp;Cexio;Coinbase;cryptodotcom;Kraken"
"BAT","AUD",3,"BTCMarkets;CoinJar;IndependentReserve"
"BAT","ETH",1,"Coinbase"
"BAT","BTC",3,"Coinbase;Upbit;Binance"
"BAT","XRP",1,"coinfield"
"BAT","GBP",1,"CoinJar"
"BAT","NZD",1,"IndependentReserve"
"TRX","JPY",3,"BitBank;huobijapan;Binance"
"TRX","EUR",6,"Bitfinex;bitvavo;Kraken;OKEX;whitebit;Binance"
"TRX","USDT",8,"Bitfinex;bitget;bybit;Gateio;OKEX;Upbit;whitebit;Binance"
"TRX","USD",5,"Bitfinex;bullish;Cexio;Kraken;OKEX"
"TRX","BTC",6,"Bitfinex;bitget;Kraken;Upbit;whitebit;Binance"
"TRX","ETH",4,"bitget;Kraken;whitebit;Binance"
"TRX","USDC",7,"bitget;bullish;bybit;Gateio;OKEX;whitebit;Binance"
"TRX","KRW",4,"Bithumb;Coinone;Korbit;Upbit"
"TRX","THB",1,"Bitkub"
"TRX","MXN",1,"Bitso"
"TRX","GBP",1,"Cexio"
"TRX","AUD",2,"CoinJar;IndependentReserve"
"TRX","BITCNY",1,"CoinTiger"
"TRX","GATEUSD",1,"Gateio"
"TRX","USD1",1,"Gateio"
"TRX","EOS",1,"HitBTC"
"TRX","TUSD",1,"HuobiPro"
"TRX","NZD",1,"IndependentReserve"
"TRX","USDD",2,"Kraken;Kucoin"
"TRX","KCS",1,"Kucoin"
"TRX","NGN",1,"Luno"
"TRX","ZAR",1,"Luno"
"TRX","BRL",1,"MercadoBitcoin"
"TRX","USDE",1,"mexc"
"TRX","XRP",2,"Poloniex;Binance"
"TRX","TRY",2,"whitebit;Binance"
"TRX","BNB",1,"Binance"
"TRX","FDUSD",1,"Binance"
"IMX","JPY",1,"BitBank"
"IMX","USDT",8,"bitget;bybit;Coinbase;cryptodotcom;Gateio;OKEX;whitebit;Binance"
"IMX","KRW",3,"Bithumb;Korbit;Upbit"
"IMX","THB",1,"Bitkub"
"IMX","EUR",3,"Bitstamp;bitvavo;Kraken"
"IMX","AUD",2,"BTCMarkets;CoinJar"
"IMX","USD",4,"Coinbase;cryptodotcom;hashkey;Kraken"
"IMX","GBP",1,"CoinJar"
"IMX","USDC",3,"CoinJar;whitebit;Binance"
"IMX","ETH",1,"Gateio"
"IMX","BRL",1,"MercadoBitcoin"
"IMX","BTC",3,"Upbit;whitebit;Binance"
"GRT","JPY",1,"BitBank"
"GRT","USDT",8,"bitget;bybit;Cexio;cryptodotcom;Gateio;OKEX;whitebit;Binance"
"GRT","KRW",3,"Bithumb;Korbit;Upbit"
"GRT","THB",1,"Bitkub"
"GRT","EUR",7,"Bitstamp;bitvavo;Coinbase;Kraken;OKEX;whitebit;Binance"
"GRT","USD",5,"Bitstamp;Cexio;Coinbase;cryptodotcom;Kraken"
"GRT","USDC",3,"bullish;whitebit;Binance"
"GRT","GBP",2,"Coinbase;Kraken"
"GRT","BTC",5,"Coinbase;Kraken;Upbit;whitebit;Binance"
"GRT","SGD",1,"IndependentReserve"
"GRT","AUD",1,"IndependentReserve"
"GRT","NZD",1,"IndependentReserve"
"GRT","KCS",1,"Kucoin"
"GRT","NGN",1,"Luno"
"GRT","MYR",1,"Luno"
"GRT","ZAR",1,"Luno"
"GRT","BRL",1,"MercadoBitcoin"
"GRT","CAD",1,"NDAX"
"GRT","ETH",1,"Binance"
"GRT","TRY",1,"Binance"
"GRT","FDUSD",1,"Binance"
"AXS","JPY",1,"BitBank"
"AXS","USDT",8,"bitget;bybit;Coinbase;cryptodotcom;Gateio;OKEX;whitebit;Binance"
"AXS","KRW",3,"Bithumb;Coinone;Upbit"
"AXS","THB",1,"Bitkub"
"AXS","USDC",3,"Bitso;CoinEx;Binance"
"AXS","USD",4,"Bitstamp;Coinbase;cryptodotcom;Kraken"
"AXS","EUR",5,"Bitstamp;bitvavo;Coinbase;Kraken;OKEX"
"AXS","GBP",1,"CoinJar"
"AXS","BRL",1,"MercadoBitcoin"
"AXS","CAD",1,"NDAX"
"AXS","BTC",3,"Upbit;whitebit;Binance"
"AXS","TRY",2,"whitebit;Binance"
"AXS","ETH",1,"Binance"
"FLR","JPY",1,"BitBank"
"FLR","KRW",2,"Bithumb;Korbit"
"FLR","USD",5,"Bitstamp;Coinbase;cryptodotcom;Kraken;OKEX"
"FLR","EUR",3,"bitvavo;Kraken;OKEX"
"FLR","AUD",1,"BTCMarkets"
"FLR","USDT",4,"bybit;Cexio;Gateio;OKEX"
"FLR","BTC",1,"CoinEx"
"FLR","USDC",1,"Kucoin"
"FLR","BRL",1,"MercadoBitcoin"
"OP","JPY",1,"BitBank"
"OP","USD",7,"Bitfinex;Bitstamp;Coinbase;cryptodotcom;hashkey;Kraken;OKEX"
"OP","USDT",9,"Bitfinex;bitget;bybit;Coinbase;cryptodotcom;Gateio;OKEX;whitebit;Binance"
"OP","USDC",5,"bitget;bybit;Gateio;whitebit;Binance"
"OP","KRW",4,"Bithumb;Coinone;Korbit;Upbit"
"OP","THB",1,"Bitkub"
"OP","EUR",4,"bitvavo;Kraken;whitebit;Binance"
"OP","BTC",3,"CoinEx;whitebit;Binance"
"OP","AUD",1,"CoinJar"
"OP","BRL",1,"MercadoBitcoin"
"OP","CAD",1,"NDAX"
"OP","TRY",2,"whitebit;Binance"
"OP","FDUSD",1,"Binance"
"OP","ETH",1,"Binance"
"XYM","JPY",2,"BitBank;Zaif"
"XYM","BTC",2,"CoinEx;Poloniex"
"XYM","USDT",3,"CoinEx;Gateio;mexc"
"XYM","ETH",1,"Gateio"
"OAS","JPY",1,"BitBank"
"OAS","KRW",3,"Bithumb;Coinone;Korbit"
"OAS","USDT",2,"bybit;Gateio"
"OAS","BTC",2,"CoinEx;Upbit"
"OAS","USD",1,"cryptodotcom"
"OAS","USDC",1,"OKEX"
"ARB","JPY",1,"BitBank"
"ARB","USD",7,"Bitfinex;Bitstamp;Coinbase;cryptodotcom;hashkey;Kraken;OKEX"
"ARB","USDT",8,"Bitfinex;bitget;bybit;cryptodotcom;Gateio;OKEX;whitebit;Binance"
"ARB","USDC",5,"bitget;bybit;Gateio;whitebit;Binance"
"ARB","KRW",3,"Bithumb;Korbit;Upbit"
"ARB","THB",1,"Bitkub"
"ARB","EUR",6,"Bitstamp;bitvavo;Kraken;OKEX;whitebit;Binance"
"ARB","AUD",1,"CoinJar"
"ARB","BRL",1,"MercadoBitcoin"
"ARB","CAD",1,"NDAX"
"ARB","BTC",3,"Upbit;whitebit;Binance"
"ARB","TRY",2,"whitebit;Binance"
"ARB","IDR",1,"Binance"
"ARB","ETH",1,"Binance"
"ARB","TUSD",1,"Binance"
"ARB","FDUSD",1,"Binance"
"CHFT","TRY",1,"bitci"
"SMR","USD",1,"Bitfinex"
"SMR","USDT",1,"mexc"
"ZRO","USD",5,"Bitfinex;Coinbase;cryptodotcom;Kraken;OKEX"
"ZRO","USDT",8,"Bitfinex;bitget;bybit;cryptodotcom;Gateio;OKEX;whitebit;Binance"
"ZRO","KRW",3,"Bithumb;Korbit;Upbit"
"ZRO","THB",1,"Bitkub"
"ZRO","EUR",2,"bitvavo;Kraken"
"ZRO","USDC",3,"bybit;whitebit;Binance"
"ZRO","BRL",1,"MercadoBitcoin"
"ZRO","BTC",2,"Upbit;Binance"
"ZRO","FDUSD",1,"Binance"
"ZRO","TRY",1,"Binance"
"FIL","USD",6,"Bitfinex;Cexio;Coinbase;cryptodotcom;Kraken;OKEX"
"FIL","USDT",9,"Bitfinex;bitget;bybit;cryptodotcom;Gateio;OKEX;Upbit;whitebit;Binance"
"FIL","ETH",4,"bitget;Gateio;Kraken;Binance"
"FIL","USDC",5,"bitget;bybit;Gateio;whitebit;Binance"
"FIL","KRW",4,"Bithumb;Coinone;Korbit;Upbit"
"FIL","THB",1,"Bitkub"
"FIL","EUR",4,"bitvavo;Coinbase;Kraken;whitebit"
"FIL","GBP",2,"Coinbase;Kraken"
"FIL","BTC",6,"Coinbase;Gateio;Kraken;Upbit;whitebit;Binance"
"FIL","HITBTC",1,"HitBTC"
"FIL","BRL",1,"MercadoBitcoin"
"FIL","CAD",1,"NDAX"
"FIL","TRY",2,"whitebit;Binance"
"FIL","FDUSD",1,"Binance"
"APP","USD",1,"Bitfinex"
"APP","USDT",3,"CoinEx;Gateio;Kucoin"
"APP","KRW",1,"Coinone"
"LDO","USDT",9,"Bitfinex;bitget;bybit;Cexio;cryptodotcom;Gateio;OKEX;whitebit;Binance"
"LDO","USD",6,"Bitfinex;Bitstamp;Coinbase;cryptodotcom;Kraken;OKEX"
"LDO","KRW",3,"Bithumb;Coinone;Korbit"
"LDO","THB",1,"Bitkub"
"LDO","EUR",5,"Bitstamp;bitvavo;Kraken;OKEX;whitebit"
"LDO","USDC",4,"bybit;Gateio;whitebit;Binance"
"LDO","BTC",3,"CoinEx;whitebit;Binance"
"LDO","AUD",1,"CoinJar"
"LDO","ETH",1,"Gateio"
"LDO","BRL",1,"MercadoBitcoin"
"LDO","BUSD",1,"P2PB2B"
"LDO","TRY",1,"Binance"
"LDO","FDUSD",1,"Binance"
"S","USD",5,"Bitfinex;Coinbase;cryptodotcom;Kraken;OKEX"
"S","USDT",7,"bitget;bybit;Gateio;Kraken;OKEX;whitebit;Binance"
"S","KRW",2,"Bithumb;Coinone"
"S","THB",1,"Bitkub"
"S","EUR",4,"bitvavo;Kraken;whitebit;Binance"
"S","USDC",4,"bybit;Kraken;whitebit;Binance"
"S","BTC",3,"CoinEx;whitebit;Binance"
"S","ZAR",1,"Luno"
"S","CAD",1,"NDAX"
"S","TRY",2,"whitebit;Binance"
"S","BNB",1,"Binance"
"S","ETH",1,"Binance"
"S","FDUSD",1,"Binance"
"LEO","BTC",1,"Bitfinex"
"LEO","USDT",4,"Bitfinex;DigiFinex;Gateio;OKEX"
"LEO","USD",2,"Bitfinex;OKEX"
"LEO","ETH",1,"Bitfinex"
"LEO","JPY",1,"btse"
"LEO","HKD",1,"btse"
"LEO","SGD",1,"btse"
"LEO","CHF",1,"btse"
"LEO","EUR",1,"btse"
"LEO","USDC",1,"btse"
"LEO","GBP",1,"btse"
"LEO","AED",1,"btse"
"LEO","CAD",1,"btse"
"LEO","AUD",1,"btse"
"LEO","MYR",1,"btse"
"LEO","INR",1,"btse"
"HEC","USD",1,"Bitfinex"
"HEC","TOR",1,"BitMart"
"HEC","USDT",1,"BitMart"
"BGB","USDT",3,"Bitfinex;bitget;mexc"
"BGB","USD",1,"Bitfinex"
"BGB","ETH",1,"bitget"
"BGB","BTC",1,"bitget"
"BGB","BRL",1,"bitget"
"BGB","EUR",1,"bitget"
"BGB","USDC",1,"bitget"
"BORG","USD",1,"Bitfinex"
"BORG","BTC",1,"Bitfinex"
"BORG","USDT",1,"HitBTC"
"WBTC","BTC",6,"Bitfinex;bullish;bybit;cryptodotcom;Kraken;Binance"
"WBTC","USD",3,"Bitfinex;cryptodotcom;Kraken"
"WBTC","USDT",4,"bitget;bybit;Gateio;Binance"
"WBTC","GBP",1,"CoinJar"
"WBTC","KRW",1,"Korbit"
"WBTC","EUR",1,"Kraken"
"WBTC","BRL",1,"MercadoBitcoin"
"WBTC","USDC",1,"mexc"
"WBTC","ETH",1,"Binance"
"BTSE","USD",1,"Bitfinex"
"BTSE","USDT",1,"btse"
"BTSE","JPY",1,"btse"
"BTSE","USDC",1,"btse"
"BTSE","BTC",1,"btse"
"BTSE","ETH",1,"btse"
"EVEREST","USD",1,"Bitfinex"
"ATH","USD",5,"Bitfinex;Coinbase;cryptodotcom;Kraken;OKEX"
"ATH","USDT",6,"Bitfinex;bitget;bybit;Gateio;OKEX;whitebit"
"ATH","KRW",3,"Bithumb;Coinone;Upbit"
"ATH","THB",1,"Bitkub"
"ATH","EUR",2,"bitvavo;Kraken"
"ATH","BRL",1,"MercadoBitcoin"
"ATH","USDC",1,"OKEX"
"ATH","BTC",1,"Upbit"
"TLOS","USD",1,"Bitfinex"
"TLOS","USDT",5,"bitget;Gateio;HuobiPro;Kucoin;mexc"
"TLOS","BTC",1,"CoinEx"
"APT","USD",7,"Bitfinex;Cexio;Coinbase;cryptodotcom;hashkey;Kraken;OKEX"
"APT","USDT",9,"Bitfinex;bitget;bybit;Coinbase;cryptodotcom;Gateio;OKEX;whitebit;Binance"
"APT","USDC",5,"bitget;bybit;Gateio;whitebit;Binance"
"APT","KRW",3,"Bithumb;Korbit;Upbit"
"APT","THB",1,"Bitkub"
"APT","EUR",5,"bitvavo;Kraken;OKEX;whitebit;Binance"
"APT","ETH",2,"Gateio;Binance"
"APT","HKD",1,"hashkey"
"APT","BRL",1,"MercadoBitcoin"
"APT","CAD",1,"NDAX"
"APT","BTC",3,"Upbit;whitebit;Binance"
"APT","TRY",2,"whitebit;Binance"
"APT","JPY",1,"Binance"
"APT","FDUSD",1,"Binance"
"STABLE","USD",3,"Bitfinex;cryptodotcom;Kraken"
"STABLE","USDT",3,"bybit;Gateio;Kucoin"
"WBT","USD",2,"Bitfinex;whitebit"
"WBT","USDT",4,"Bitfinex;HuobiPro;mexc;whitebit"
"WBT","EUR",1,"whitebit"
"WBT","TRY",1,"whitebit"
"WBT","USDC",1,"whitebit"
"WBT","UAH",1,"whitebit"
"WBT","BTC",1,"whitebit"
"LIF3","USD",1,"Bitfinex"
"LIF3","USDT",3,"Bitfinex;BitMart;mexc"
"DATAO","USD",1,"Bitfinex"
"DATAO","USDT",1,"bybit"
"SUSHI","USDT",8,"Bitfinex;bitget;bybit;cryptodotcom;Gateio;OKEX;whitebit;Binance"
"SUSHI","USD",6,"Bitfinex;Bitstamp;Cexio;Coinbase;cryptodotcom;Kraken"
"SUSHI","KRW",3,"Bithumb;Coinone;Korbit"
"SUSHI","THB",1,"Bitkub"
"SUSHI","USDC",3,"Bitso;bullish;Binance"
"SUSHI","EUR",5,"Bitstamp;bitvavo;Kraken;OKEX;whitebit"
"SUSHI","AUD",1,"CoinJar"
"SUSHI","ETH",1,"Gateio"
"SUSHI","GBP",1,"Kraken"
"SUSHI","BRL",1,"MercadoBitcoin"
"SUSHI","UAH",1,"whitebit"
"SUSHI","BTC",2,"whitebit;Binance"
"SUSHI","TRY",1,"Binance"
"XTP","USDT",1,"Bitfinex"
"XTP","USD",1,"Bitfinex"
"XTP","BTC",1,"BitTrex"
"SEI","USDT",8,"Bitfinex;bitget;bybit;cryptodotcom;Gateio;OKEX;whitebit;Binance"
"SEI","USD",6,"Bitfinex;Bitstamp;Cexio;Coinbase;cryptodotcom;Kraken"
"SEI","KRW",3,"Bithumb;Korbit;Upbit"
"SEI","THB",1,"Bitkub"
"SEI","EUR",4,"Bitstamp;bitvavo;Kraken;whitebit"
"SEI","USDC",4,"bybit;Gateio;whitebit;Binance"
"SEI","BRL",1,"MercadoBitcoin"
"SEI","CAD",1,"NDAX"
"SEI","BTC",3,"Upbit;whitebit;Binance"
"SEI","JPY",1,"Binance"
"SEI","BNB",1,"Binance"
"SEI","TRY",1,"Binance"
"SEI","FDUSD",1,"Binance"
"KARATE","USD",1,"Bitfinex"
"KARATE","USDT",1,"Gateio"
"ETC","USD",5,"Bitfinex;Coinbase;cryptodotcom;Kraken;OKEX"
"ETC","BTC",7,"Bitfinex;bitget;Coinbase;Kraken;Upbit;whitebit;Binance"
"ETC","USDT",9,"Bitfinex;bitget;bybit;cryptodotcom;Gateio;OKEX;Upbit;whitebit;Binance"
"ETC","KRW",4,"Bithumb;Coinone;Korbit;Upbit"
"ETC","EUR",4,"bitvavo;Coinbase;Kraken;whitebit"
"ETC","AUD",2,"BTCMarkets;IndependentReserve"
"ETC","USDC",3,"bullish;whitebit;Binance"
"ETC","GBP",1,"Coinbase"
"ETC","JPY",1,"Coincheck"
"ETC","ETH",3,"Gateio;Kraken;Binance"
"ETC","HT",1,"HuobiPro"
"ETC","NZD",1,"IndependentReserve"
"ETC","BRL",1,"MercadoBitcoin"
"ETC","OKB",1,"OKEX"
"ETC","TRY",2,"whitebit;Binance"
"ETC","UAH",1,"whitebit"
"ETC","BNB",1,"Binance"
"ETC","FDUSD",1,"Binance"
"ZCN","USD",1,"Bitfinex"
"ZCN","USDT",1,"Gateio"
"ZCN","ETH",1,"Gateio"
"BXN","USD",1,"Bitfinex"
"BXN","USDT",3,"BitMart;Gateio;mexc"
"ANC","USD",1,"Bitfinex"
"ANC","ETH",1,"Gateio"
"ANC","USDT",1,"mexc"
"WMINIMA","USD",1,"Bitfinex"
"WMINIMA","USDT",1,"mexc"
"RRT","USD",1,"Bitfinex"
"JUP","USD",4,"Bitfinex;Bitstamp;cryptodotcom;Kraken"
"JUP","USDT",8,"Bitfinex;bitget;bybit;cryptodotcom;Gateio;OKEX;whitebit;Binance"
"JUP","KRW",3,"Bithumb;Korbit;Upbit"
"JUP","EUR",4,"Bitstamp;bitvavo;Kraken;whitebit"
"JUP","USDC",4,"bybit;Gateio;whitebit;Binance"
"JUP","BTC",2,"CoinEx;Upbit"
"JUP","BRL",1,"MercadoBitcoin"
"JUP","TRY",2,"whitebit;Binance"
"JUP","FDUSD",1,"Binance"
"XVG","USD",1,"Bitfinex"
"XVG","USDT",5,"BitMart;CoinEx;HuobiPro;mexc;Binance"
"XVG","EUR",1,"bitvavo"
"XVG","BTC",1,"CoinEx"
"XVG","USDC",1,"Binance"
"XVG","TRY",1,"Binance"
"XVG","ETH",1,"Binance"
"CHSB","USD",1,"Bitfinex"
"CHSB","BTC",2,"Bitfinex;HitBTC"
"CHSB","USDT",3,"Bitfinex;HitBTC;HuobiPro"
"CHSB","ETH",1,"HitBTC"
"WAVES","USD",1,"Bitfinex"
"WAVES","USDT",4,"bitget;bybit;Gateio;HuobiPro"
"WAVES","KRW",3,"Bithumb;Coinone;Upbit"
"WAVES","ETH",1,"Coinsbit"
"WAVES","BTC",3,"Gateio;Kucoin;Upbit"
"WAVES","TRY",1,"Gateio"
"WAVES","EUR",1,"Kraken"
"WAVES","UAH",1,"Kuna"
"WAVES","USDC",1,"mexc"
"SHM","USD",1,"Bitfinex"
"SHM","USDT",3,"Gateio;Kucoin;mexc"
"SHM","USDC",1,"mexc"
"PASS","USD",1,"Bitfinex"
"PASS","ETH",1,"HitBTC"
"PASS","BTC",1,"HitBTC"
"XAUT","ETH",1,"Bitfinex"
"XAUT","USDT",8,"Bitfinex;bitget;bybit;Cexio;Gateio;Kraken;OKEX;whitebit"
"XAUT","BTC",3,"Bitfinex;CoinEx;whitebit"
"XAUT","USD",3,"Bitfinex;cryptodotcom;Kraken"
"XAUT","THB",1,"Bitkub"
"XAUT","GBP",1,"btse"
"XAUT","JPY",1,"btse"
"XAUT","MYR",1,"btse"
"XAUT","CHF",1,"btse"
